model,category,idIndex,primaryid,collision,transient override,lobmodel,viewmodel,worldmat,viewmat,group1,group2,group3,group4,group5,group6,group7,group8,wetmodel,wetviewmodel,productionLevel
head_j_rodriguez_spetsnaz_urban_sniper_mp,head,60,62,0,,head_j_rodriguez_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold
head_j_rodriguez_spetsnaz_woodland_lmg_mp,head,60,62,0,,head_j_rodriguez_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold
head_j_rodriguez_spetsnaz_woodland_lmg_mp,head,60,62,0,,head_j_rodriguez_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold
head_j_rodriguez_spetsnaz_woodland_shotgun_mp,head,60,62,0,,head_j_rodriguez_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold
head_j_rodriguez_spetsnaz_woodland_shotgun_mp,head,60,62,0,,head_j_rodriguez_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold
head_j_rodriguez_spetsnaz_woodland_smg_mp,head,60,62,0,,head_j_rodriguez_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold
head_j_rodriguez_spetsnaz_woodland_smg_mp,head,60,62,0,,head_j_rodriguez_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold
head_j_rodriguez_spetsnaz_woodland_sniper_mp,head,60,62,0,,head_j_rodriguez_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold
head_j_rodriguez_usmc_desert_lmg_mp,head,60,62,0,,head_j_rodriguez_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold
head_j_rodriguez_usmc_desert_shotgun_mp,head,60,62,0,,head_j_rodriguez_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold
head_j_rodriguez_usmc_desert_smg_mp,head,60,62,0,,head_j_rodriguez_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold
head_j_rodriguez_usmc_desert_sniper_mp,head,60,62,0,,head_j_rodriguez_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold
head_p_kindschi_v2_sas_ct_assault_mp,head,61,63,0,,head_p_kindschi_v2_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold
head_p_kindschi_v2_sas_woodland_assault_mp,head,61,63,0,,head_p_kindschi_v2_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold
head_p_kindschi_v2_spetsnaz_woodland_assault_mp,head,61,63,0,,head_p_kindschi_v2_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold
head_p_kindschi_v2_spetsnaz_woodland_assault_mp,head,61,63,0,,head_p_kindschi_v2_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold
head_p_kindschi_v2_usmc_desert_assault_mp,head,61,63,0,,head_p_kindschi_v2_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold
head_p_kindschi_v2_arab_desert_assault_mp,head,61,63,0,,head_p_kindschi_v2_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold
head_p_kindschi_v2_arab_desert_lmg_mp,head,61,63,0,,head_p_kindschi_v2_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold
head_p_kindschi_v2_arab_desert_shotgun_mp,head,61,63,0,,head_p_kindschi_v2_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold
head_p_kindschi_v2_arab_desert_smg_mp,head,61,63,0,,head_p_kindschi_v2_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold
head_p_kindschi_v2_arab_desert_sniper_mp,head,61,63,0,,head_p_kindschi_v2_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold
head_p_kindschi_v2_sas_ct_lmg_mp,head,61,63,0,,head_p_kindschi_v2_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold
head_p_kindschi_v2_sas_ct_shotgun_mp,head,61,63,0,,head_p_kindschi_v2_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold
head_p_kindschi_v2_sas_ct_smg_mp,head,61,63,0,,head_p_kindschi_v2_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold
head_p_kindschi_v2_sas_ct_sniper_mp,head,61,63,0,,head_p_kindschi_v2_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold
head_p_kindschi_v2_sas_woodland_lmg_mp,head,61,63,0,,head_p_kindschi_v2_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold
head_p_kindschi_v2_sas_woodland_shotgun_mp,head,61,63,0,,head_p_kindschi_v2_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold
head_p_kindschi_v2_sas_woodland_smg_mp,head,61,63,0,,head_p_kindschi_v2_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold
head_p_kindschi_v2_sas_woodland_sniper_mp,head,61,63,0,,head_p_kindschi_v2_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold
head_p_kindschi_v2_spetsnaz_urban_sniper_mp,head,61,63,0,,head_p_kindschi_v2_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold
head_p_kindschi_v2_spetsnaz_woodland_lmg_mp,head,61,63,0,,head_p_kindschi_v2_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold
head_p_kindschi_v2_spetsnaz_woodland_lmg_mp,head,61,63,0,,head_p_kindschi_v2_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold
head_p_kindschi_v2_spetsnaz_woodland_shotgun_mp,head,61,63,0,,head_p_kindschi_v2_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold
head_p_kindschi_v2_spetsnaz_woodland_shotgun_mp,head,61,63,0,,head_p_kindschi_v2_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold
head_p_kindschi_v2_spetsnaz_woodland_smg_mp,head,61,63,0,,head_p_kindschi_v2_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold
head_p_kindschi_v2_spetsnaz_woodland_smg_mp,head,61,63,0,,head_p_kindschi_v2_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold
head_p_kindschi_v2_spetsnaz_woodland_sniper_mp,head,61,63,0,,head_p_kindschi_v2_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold
head_p_kindschi_v2_usmc_desert_lmg_mp,head,61,63,0,,head_p_kindschi_v2_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold
head_p_kindschi_v2_usmc_desert_shotgun_mp,head,61,63,0,,head_p_kindschi_v2_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold
head_p_kindschi_v2_usmc_desert_smg_mp,head,61,63,0,,head_p_kindschi_v2_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold
head_p_kindschi_v2_usmc_desert_sniper_mp,head,61,63,0,,head_p_kindschi_v2_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold
head_lionstrike_graves_sas_ct_assault_mp,head,62,64,0,,head_lionstrike_graves_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold
head_lionstrike_graves_sas_woodland_assault_mp,head,62,64,0,,head_lionstrike_graves_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold
head_lionstrike_graves_spetsnaz_woodland_assault_mp,head,62,64,0,,head_lionstrike_graves_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold
head_lionstrike_graves_spetsnaz_woodland_assault_mp,head,62,64,0,,head_lionstrike_graves_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold
head_lionstrike_graves_usmc_desert_assault_mp,head,62,64,0,,head_lionstrike_graves_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold
head_lionstrike_graves_arab_desert_assault_mp,head,62,64,0,,head_lionstrike_graves_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold
head_lionstrike_graves_arab_desert_lmg_mp,head,62,64,0,,head_lionstrike_graves_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold
head_lionstrike_graves_arab_desert_shotgun_mp,head,62,64,0,,head_lionstrike_graves_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold
head_lionstrike_graves_arab_desert_smg_mp,head,62,64,0,,head_lionstrike_graves_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold
head_lionstrike_graves_arab_desert_sniper_mp,head,62,64,0,,head_lionstrike_graves_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold
head_lionstrike_graves_sas_ct_lmg_mp,head,62,64,0,,head_lionstrike_graves_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold
head_lionstrike_graves_sas_ct_shotgun_mp,head,62,64,0,,head_lionstrike_graves_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold
head_lionstrike_graves_sas_ct_smg_mp,head,62,64,0,,head_lionstrike_graves_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold
head_lionstrike_graves_sas_ct_sniper_mp,head,62,64,0,,head_lionstrike_graves_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold
head_lionstrike_graves_sas_woodland_lmg_mp,head,62,64,0,,head_lionstrike_graves_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold
head_lionstrike_graves_sas_woodland_shotgun_mp,head,62,64,0,,head_lionstrike_graves_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold
head_lionstrike_graves_sas_woodland_smg_mp,head,62,64,0,,head_lionstrike_graves_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold
head_lionstrike_graves_sas_woodland_sniper_mp,head,62,64,0,,head_lionstrike_graves_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold
head_lionstrike_graves_spetsnaz_urban_sniper_mp,head,62,64,0,,head_lionstrike_graves_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold
head_lionstrike_graves_spetsnaz_woodland_lmg_mp,head,62,64,0,,head_lionstrike_graves_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold
head_lionstrike_graves_spetsnaz_woodland_lmg_mp,head,62,64,0,,head_lionstrike_graves_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold
head_lionstrike_graves_spetsnaz_woodland_shotgun_mp,head,62,64,0,,head_lionstrike_graves_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold
head_lionstrike_graves_spetsnaz_woodland_shotgun_mp,head,62,64,0,,head_lionstrike_graves_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold
head_lionstrike_graves_spetsnaz_woodland_smg_mp,head,62,64,0,,head_lionstrike_graves_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold
head_lionstrike_graves_spetsnaz_woodland_smg_mp,head,62,64,0,,head_lionstrike_graves_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold
head_lionstrike_graves_spetsnaz_woodland_sniper_mp,head,62,64,0,,head_lionstrike_graves_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold
head_lionstrike_graves_usmc_desert_lmg_mp,head,62,64,0,,head_lionstrike_graves_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold
head_lionstrike_graves_usmc_desert_shotgun_mp,head,62,64,0,,head_lionstrike_graves_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold
head_lionstrike_graves_usmc_desert_smg_mp,head,62,64,0,,head_lionstrike_graves_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold
head_lionstrike_graves_usmc_desert_sniper_mp,head,62,64,0,,head_lionstrike_graves_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold
head_s_connell_sas_ct_assault_mp,head,63,65,0,,head_s_connell_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold
head_s_connell_sas_woodland_assault_mp,head,63,65,0,,head_s_connell_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold
head_s_connell_spetsnaz_woodland_assault_mp,head,63,65,0,,head_s_connell_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold
head_s_connell_spetsnaz_woodland_assault_mp,head,63,65,0,,head_s_connell_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold
head_s_connell_usmc_desert_assault_mp,head,63,65,0,,head_s_connell_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold
head_s_connell_arab_desert_assault_mp,head,63,65,0,,head_s_connell_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold
head_s_connell_arab_desert_lmg_mp,head,63,65,0,,head_s_connell_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold
head_s_connell_arab_desert_shotgun_mp,head,63,65,0,,head_s_connell_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold
head_s_connell_arab_desert_smg_mp,head,63,65,0,,head_s_connell_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold
head_s_connell_arab_desert_sniper_mp,head,63,65,0,,head_s_connell_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold
head_s_connell_sas_ct_lmg_mp,head,63,65,0,,head_s_connell_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold
head_s_connell_sas_ct_shotgun_mp,head,63,65,0,,head_s_connell_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold
head_s_connell_sas_ct_smg_mp,head,63,65,0,,head_s_connell_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold
head_s_connell_sas_ct_sniper_mp,head,63,65,0,,head_s_connell_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold
head_s_connell_sas_woodland_lmg_mp,head,63,65,0,,head_s_connell_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold
head_s_connell_sas_woodland_shotgun_mp,head,63,65,0,,head_s_connell_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold
head_s_connell_sas_woodland_smg_mp,head,63,65,0,,head_s_connell_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold
head_s_connell_sas_woodland_sniper_mp,head,63,65,0,,head_s_connell_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold
head_s_connell_spetsnaz_urban_sniper_mp,head,63,65,0,,head_s_connell_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold
head_s_connell_spetsnaz_woodland_lmg_mp,head,63,65,0,,head_s_connell_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold
head_s_connell_spetsnaz_woodland_lmg_mp,head,63,65,0,,head_s_connell_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold
head_s_connell_spetsnaz_woodland_shotgun_mp,head,63,65,0,,head_s_connell_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold
head_s_connell_spetsnaz_woodland_shotgun_mp,head,63,65,0,,head_s_connell_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold
head_s_connell_spetsnaz_woodland_smg_mp,head,63,65,0,,head_s_connell_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold
head_s_connell_spetsnaz_woodland_smg_mp,head,63,65,0,,head_s_connell_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold
head_s_connell_spetsnaz_woodland_sniper_mp,head,63,65,0,,head_s_connell_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold
head_s_connell_usmc_desert_lmg_mp,head,63,65,0,,head_s_connell_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold
head_s_connell_usmc_desert_shotgun_mp,head,63,65,0,,head_s_connell_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold
head_s_connell_usmc_desert_smg_mp,head,63,65,0,,head_s_connell_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold
head_s_connell_usmc_desert_sniper_mp,head,63,65,0,,head_s_connell_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold
head_j_badstibner_sas_ct_assault_mp,head,64,66,0,,head_j_badstibner_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold
head_j_badstibner_sas_woodland_assault_mp,head,64,66,0,,head_j_badstibner_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold
head_j_badstibner_spetsnaz_woodland_assault_mp,head,64,66,0,,head_j_badstibner_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold
head_j_badstibner_spetsnaz_woodland_assault_mp,head,64,66,0,,head_j_badstibner_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold
head_j_badstibner_usmc_desert_assault_mp,head,64,66,0,,head_j_badstibner_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold
head_j_badstibner_arab_desert_assault_mp,head,64,66,0,,head_j_badstibner_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold
head_j_badstibner_arab_desert_lmg_mp,head,64,66,0,,head_j_badstibner_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold
head_j_badstibner_arab_desert_shotgun_mp,head,64,66,0,,head_j_badstibner_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold
head_j_badstibner_arab_desert_smg_mp,head,64,66,0,,head_j_badstibner_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold
head_j_badstibner_arab_desert_sniper_mp,head,64,66,0,,head_j_badstibner_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold
head_j_badstibner_sas_ct_lmg_mp,head,64,66,0,,head_j_badstibner_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold
head_j_badstibner_sas_ct_shotgun_mp,head,64,66,0,,head_j_badstibner_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold
head_j_badstibner_sas_ct_smg_mp,head,64,66,0,,head_j_badstibner_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold
head_j_badstibner_sas_ct_sniper_mp,head,64,66,0,,head_j_badstibner_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold
head_j_badstibner_sas_woodland_lmg_mp,head,64,66,0,,head_j_badstibner_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold
head_j_badstibner_sas_woodland_shotgun_mp,head,64,66,0,,head_j_badstibner_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold
head_j_badstibner_sas_woodland_smg_mp,head,64,66,0,,head_j_badstibner_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold
head_j_badstibner_sas_woodland_sniper_mp,head,64,66,0,,head_j_badstibner_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold
head_j_badstibner_spetsnaz_urban_sniper_mp,head,64,66,0,,head_j_badstibner_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold
head_j_badstibner_spetsnaz_woodland_lmg_mp,head,64,66,0,,head_j_badstibner_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold
head_j_badstibner_spetsnaz_woodland_lmg_mp,head,64,66,0,,head_j_badstibner_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold
head_j_badstibner_spetsnaz_woodland_shotgun_mp,head,64,66,0,,head_j_badstibner_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold
head_j_badstibner_spetsnaz_woodland_shotgun_mp,head,64,66,0,,head_j_badstibner_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold
head_j_badstibner_spetsnaz_woodland_smg_mp,head,64,66,0,,head_j_badstibner_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold
head_j_badstibner_spetsnaz_woodland_smg_mp,head,64,66,0,,head_j_badstibner_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold
head_j_badstibner_spetsnaz_woodland_sniper_mp,head,64,66,0,,head_j_badstibner_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold
head_j_badstibner_usmc_desert_lmg_mp,head,64,66,0,,head_j_badstibner_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold
head_j_badstibner_usmc_desert_shotgun_mp,head,64,66,0,,head_j_badstibner_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold
head_j_badstibner_usmc_desert_smg_mp,head,64,66,0,,head_j_badstibner_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold
head_j_badstibner_usmc_desert_sniper_mp,head,64,66,0,,head_j_badstibner_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold
head_k_lai_sas_ct_assault_mp,head,65,67,0,,head_k_lai_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold
head_k_lai_sas_woodland_assault_mp,head,65,67,0,,head_k_lai_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold
head_k_lai_spetsnaz_woodland_assault_mp,head,65,67,0,,head_k_lai_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold
head_k_lai_spetsnaz_woodland_assault_mp,head,65,67,0,,head_k_lai_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold
head_k_lai_usmc_desert_assault_mp,head,65,67,0,,head_k_lai_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold
head_k_lai_arab_desert_assault_mp,head,65,67,0,,head_k_lai_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold
head_k_lai_arab_desert_lmg_mp,head,65,67,0,,head_k_lai_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold
head_k_lai_arab_desert_shotgun_mp,head,65,67,0,,head_k_lai_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold
head_k_lai_arab_desert_smg_mp,head,65,67,0,,head_k_lai_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold
head_k_lai_arab_desert_sniper_mp,head,65,67,0,,head_k_lai_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold
head_k_lai_sas_ct_lmg_mp,head,65,67,0,,head_k_lai_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold
head_k_lai_sas_ct_shotgun_mp,head,65,67,0,,head_k_lai_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold
head_k_lai_sas_ct_smg_mp,head,65,67,0,,head_k_lai_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold
head_k_lai_sas_ct_sniper_mp,head,65,67,0,,head_k_lai_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold
head_k_lai_sas_woodland_lmg_mp,head,65,67,0,,head_k_lai_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold
head_k_lai_sas_woodland_shotgun_mp,head,65,67,0,,head_k_lai_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold
head_k_lai_sas_woodland_smg_mp,head,65,67,0,,head_k_lai_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold
head_k_lai_sas_woodland_sniper_mp,head,65,67,0,,head_k_lai_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold
head_k_lai_spetsnaz_urban_sniper_mp,head,65,67,0,,head_k_lai_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold
head_k_lai_spetsnaz_woodland_lmg_mp,head,65,67,0,,head_k_lai_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold
head_k_lai_spetsnaz_woodland_lmg_mp,head,65,67,0,,head_k_lai_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold
head_k_lai_spetsnaz_woodland_shotgun_mp,head,65,67,0,,head_k_lai_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold
head_k_lai_spetsnaz_woodland_shotgun_mp,head,65,67,0,,head_k_lai_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold
head_k_lai_spetsnaz_woodland_smg_mp,head,65,67,0,,head_k_lai_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold
head_k_lai_spetsnaz_woodland_smg_mp,head,65,67,0,,head_k_lai_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold
head_k_lai_spetsnaz_woodland_sniper_mp,head,65,67,0,,head_k_lai_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold
head_k_lai_usmc_desert_lmg_mp,head,65,67,0,,head_k_lai_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold
head_k_lai_usmc_desert_shotgun_mp,head,65,67,0,,head_k_lai_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold
head_k_lai_usmc_desert_smg_mp,head,65,67,0,,head_k_lai_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold
head_k_lai_usmc_desert_sniper_mp,head,65,67,0,,head_k_lai_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold
head_k_smith_sas_ct_assault_mp,head,66,68,0,,head_k_smith_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold
head_k_smith_sas_woodland_assault_mp,head,66,68,0,,head_k_smith_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold
head_k_smith_spetsnaz_woodland_assault_mp,head,66,68,0,,head_k_smith_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold
head_k_smith_spetsnaz_woodland_assault_mp,head,66,68,0,,head_k_smith_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold
head_k_smith_usmc_desert_assault_mp,head,66,68,0,,head_k_smith_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold
head_k_smith_arab_desert_assault_mp,head,66,68,0,,head_k_smith_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold
